,CondTempCirc1,Data_EVD_Emb_1.EVD.Variables.EEV_PosPercent.Val,DscgTempCirc1,EbmpapstFan_1_Mng.ElectrInfo_EBM_1.CurrPower,EvapTempCirc1,ExtTemp,FiltPress,InvInfoCirc1.Info_MotPwr,PumpPress,SubCoolCir1,SuctSH_Circ1,UnitStatus,W_InTempUser,W_OutTempEvap,W_OutTempUser,WaterFlowMeter,timestamp
12633,41.4,47.3,62.9,37.3,10.5,37.6,0.4,0.9,4.5,2.4,5.5,9.0,15.8,13.6,13.6,35.9,2020-09-02T20:07:46.358Z
12634,35.6,60.2,54.1,28.2,6.2,27.6,1.4,1.1,3.9,2.9,7.6,9.0,13.6,12.4,12.5,74.9,2020-10-07T16:21:34.616Z
12635,47.6,76.3,83.4,45.3,7.2,38.9,0.7,2.8,4.2,2.2,7.5,9.0,15.1,12.3,12.2,51.5,2020-08-20T20:23:28.996Z
12636,44.3,74.2,71.8,43.1,6.3,36.9,0.7,2.3,4.2,3.1,9.2,9.0,15.5,13.3,13.3,52.1,2020-08-20T23:34:48.169Z
12637,42.6,54.6,64.5,38.7,9.8,36.4,0.5,1.1,4.3,2.4,5.7,9.0,15.5,13.3,13.4,44.3,2020-08-21T20:36:08.649Z
12638,45.6,63.5,85.2,44.9,1.9,38.4,0.5,2.3,4.3,2.3,7.9,9.0,10.1,7.2,7.3,43.9,2020-08-21T15:06:29.275Z
12639,40.4,43.3,63.4,35.4,6.4,35.7,0.7,1.0,4.2,2.1,7.5,9.0,13.5,12.1,11.8,51.7,2020-08-20T14:15:27.125Z
12640,35.8,80.0,55.8,80.0,6.3,25.3,0.4,2.0,4.5,3.0,5.5,9.0,13.7,9.5,9.9,34.6,2020-11-04T18:02:57.555Z
12641,41.8,52.7,69.4,41.0,2.0,35.9,0.8,1.7,4.2,2.6,8.2,9.0,9.9,8.4,8.5,54.8,2020-08-12T21:27:29.826Z
12642,44.8,97.9,77.2,97.9,12.4,34.9,0.6,2.9,4.3,2.2,8.3,9.0,21.5,17.5,18.3,46.1,2020-11-03T12:31:07.366Z
12643,28.3,39.2,46.4,39.2,5.9,23.5,0.3,0.5,4.5,2.7,7.8,9.0,13.6,11.5,11.4,30.4,2020-11-04T09:26:14.893Z
12644,28.2,41.9,46.5,41.9,6.2,23.5,0.3,0.5,4.5,2.7,7.5,9.0,13.6,11.4,11.4,30.4,2020-11-04T09:28:13.000Z
12645,28.2,42.3,46.5,42.3,5.9,23.3,0.3,0.5,4.5,2.7,7.8,9.0,13.6,11.5,11.4,30.4,2020-11-04T09:27:15.143Z
12646,42.4,77.5,67.8,38.0,7.9,38.0,0.5,2.1,4.4,2.9,8.7,9.0,16.6,13.8,13.9,41.1,2020-09-02T13:50:57.322Z
12647,37.7,60.0,72.2,30.6,5.2,31.5,1.4,1.4,3.9,2.3,7.2,9.0,12.4,10.5,10.5,74.6,2020-10-07T16:04:33.665Z
12648,37.9,59.6,72.4,30.9,5.3,31.5,1.4,1.4,3.9,2.2,7.1,9.0,12.4,10.5,10.5,74.5,2020-10-07T16:04:31.086Z
12649,39.5,35.6,62.5,34.1,5.8,35.2,0.4,0.8,4.4,2.1,5.4,9.0,10.6,9.0,8.8,37.9,2020-08-12T11:10:39.681Z
12650,39.5,38.8,62.5,34.1,5.4,35.4,0.4,0.8,4.4,2.1,5.7,9.0,10.4,8.9,8.8,37.9,2020-08-12T11:09:55.279Z
12651,46.4,69.6,80.4,44.0,4.9,38.2,0.5,2.5,4.3,2.2,7.9,9.0,13.1,9.8,10.0,44.3,2020-08-21T16:33:45.964Z
12652,43.8,85.2,76.9,85.2,7.6,34.9,0.6,2.7,4.3,2.6,8.5,9.0,16.7,13.2,13.8,46.1,2020-11-03T12:36:28.301Z
12653,41.7,54.0,67.2,39.2,6.3,37.9,0.4,1.3,4.5,2.5,5.7,9.0,11.9,9.3,9.3,35.4,2020-09-02T21:04:06.187Z
12654,46.1,73.8,68.3,43.4,5.7,36.6,0.5,2.8,4.3,3.0,7.6,9.0,13.4,10.6,11.2,44.1,2020-08-21T16:32:01.222Z
12655,33.0,58.3,62.3,58.3,3.4,26.1,0.4,1.2,4.5,2.7,6.6,9.0,10.6,6.9,6.8,34.7,2020-11-04T18:24:51.072Z
12656,43.0,63.8,79.2,39.7,6.2,39.1,0.5,1.5,4.4,2.4,7.8,9.0,14.5,10.9,10.7,40.9,2020-09-02T14:14:41.626Z
12657,30.3,38.3,49.1,23.1,4.8,25.8,1.1,0.5,4.1,2.4,7.4,9.0,11.7,10.8,10.7,65.4,2020-10-08T04:58:00.213Z
12658,42.6,55.4,52.4,40.0,6.1,34.4,0.6,1.4,4.3,3.2,8.1,9.0,13.8,11.9,12.3,45.9,2020-09-01T20:39:45.502Z
12659,43.6,74.8,72.8,42.7,5.9,38.2,0.4,2.6,4.5,2.6,7.4,9.0,13.8,10.1,10.7,35.8,2020-09-03T00:34:57.349Z
12660,37.2,75.8,56.3,33.5,4.6,25.9,1.1,2.1,4.1,3.1,7.8,9.0,12.4,10.0,10.4,65.4,2020-10-07T19:01:31.862Z
12661,40.3,33.8,75.6,36.0,3.0,36.4,0.8,0.8,4.2,2.0,7.7,9.0,10.2,8.8,8.7,54.6,2020-08-12T20:40:27.711Z
12662,34.7,57.7,58.6,24.5,6.9,26.9,1.1,1.0,4.1,2.7,8.4,9.0,15.1,13.6,13.6,65.1,2020-10-08T05:39:48.734Z
12663,32.0,40.2,48.5,25.0,4.8,27.4,1.9,0.6,3.6,3.1,8.0,9.0,12.2,11.6,11.5,88.9,2020-10-07T14:25:33.965Z
12664,36.7,72.7,57.3,29.5,4.4,28.6,1.9,1.9,3.6,3.2,8.8,9.0,13.1,11.9,12.0,89.0,2020-10-07T12:50:05.845Z
12665,42.4,64.4,69.0,40.6,3.2,35.8,0.8,2.1,4.2,2.9,9.3,9.0,12.2,10.3,10.4,54.7,2020-08-12T20:32:18.837Z
12666,42.5,65.4,69.1,40.6,3.1,35.8,0.8,2.1,4.2,2.9,9.3,9.0,12.2,10.3,10.4,54.8,2020-08-12T20:32:19.993Z
12667,42.7,66.5,68.8,39.8,5.2,37.3,0.6,2.0,4.3,2.8,8.5,9.0,13.7,11.0,11.3,46.1,2020-09-01T19:14:20.496Z
12668,38.6,39.0,64.9,35.8,5.2,34.2,0.5,0.8,4.3,2.3,6.7,9.0,11.4,9.7,9.3,44.5,2020-08-13T19:49:03.407Z
12669,41.2,49.4,71.0,39.1,1.7,36.0,0.8,1.4,4.2,2.3,5.6,9.0,6.9,5.2,5.1,54.8,2020-08-12T17:40:21.174Z
12670,46.5,65.4,83.9,45.9,6.6,38.8,0.7,2.1,4.2,2.1,6.6,9.0,13.6,10.7,10.5,51.8,2020-08-20T19:42:32.795Z
12671,38.8,77.7,69.2,35.0,4.8,29.0,1.1,2.3,4.1,2.6,7.7,9.0,12.7,10.2,10.5,65.0,2020-10-08T05:09:38.823Z
12672,38.8,77.7,69.2,35.0,4.8,29.0,1.1,2.3,4.1,2.6,7.7,9.0,12.7,10.2,10.5,65.0,2020-10-08T05:09:39.369Z
12673,41.3,54.0,74.2,39.1,4.5,38.1,0.4,1.4,4.5,2.4,8.4,9.0,12.9,9.9,9.7,35.6,2020-09-03T00:05:08.134Z
12674,46.0,75.2,82.7,44.2,5.7,38.0,0.3,2.6,4.5,2.3,8.0,9.0,14.4,9.8,9.9,34.3,2020-08-21T08:39:24.683Z
12675,45.3,80.8,77.7,42.5,8.1,38.9,0.5,2.9,4.4,2.3,8.1,9.0,16.9,12.8,13.0,41.1,2020-09-02T13:07:58.488Z
12676,45.2,81.7,77.4,42.4,8.1,38.9,0.5,2.9,4.4,2.3,8.1,9.0,16.9,12.8,13.1,41.1,2020-09-02T13:07:52.536Z
12677,45.5,81.0,76.7,42.8,8.4,39.1,0.7,2.7,4.3,2.2,7.8,9.0,16.6,13.3,13.4,50.5,2020-09-02T16:47:14.955Z
12678,34.3,42.1,62.5,26.4,4.3,29.8,1.9,0.7,3.6,2.2,7.0,9.0,10.9,9.9,9.9,88.8,2020-10-07T12:28:45.708Z
12679,42.2,55.0,68.2,39.6,6.1,36.4,0.5,1.4,4.3,2.5,5.5,9.0,11.5,9.3,9.3,43.8,2020-08-21T21:28:30.719Z
12680,48.2,77.9,84.1,45.1,7.9,39.0,0.7,2.8,4.2,2.2,7.5,9.0,15.9,12.9,12.9,51.6,2020-08-20T20:18:17.692Z
12681,39.1,35.4,64.4,33.9,5.2,36.9,0.6,0.7,4.3,2.4,8.2,9.0,12.8,11.5,11.3,46.1,2020-09-01T19:36:50.704Z
12682,37.1,77.1,53.3,32.6,6.1,26.3,1.1,1.9,4.1,3.1,7.7,9.0,13.8,11.7,12.1,65.4,2020-10-08T05:06:24.754Z
12683,39.4,38.1,61.0,33.5,7.2,34.9,0.4,0.8,4.4,2.4,5.6,9.0,12.3,10.5,10.4,38.1,2020-08-12T11:35:04.778Z
12684,29.0,12.5,57.0,22.0,3.4,26.1,1.1,0.3,4.1,2.3,7.9,9.0,10.3,9.8,9.6,65.2,2020-10-07T17:39:19.713Z
12685,29.0,12.5,57.1,22.0,3.4,26.1,1.1,0.3,4.1,2.2,7.9,9.0,10.3,9.8,9.6,65.2,2020-10-07T17:39:17.607Z
12686,39.9,49.2,74.3,35.6,5.6,36.7,0.7,1.2,4.2,2.5,7.6,9.0,12.8,11.4,10.8,51.8,2020-08-21T07:16:59.023Z
12687,35.3,56.0,66.5,56.0,0.2,24.8,0.3,2.3,4.5,2.8,4.8,9.0,9.1,4.4,4.7,30.5,2020-11-04T12:08:39.681Z
12688,43.4,74.8,73.3,38.3,4.2,38.2,0.9,2.4,4.2,3.2,8.1,9.0,12.2,10.2,10.0,57.2,2020-09-02T09:20:44.589Z
12689,36.7,66.0,62.4,31.9,1.5,29.4,1.9,1.8,3.6,3.0,8.7,9.0,9.9,8.9,8.9,89.1,2020-10-07T13:25:04.626Z
12690,41.4,30.0,82.7,36.3,3.3,37.5,0.8,0.8,4.2,1.8,6.1,9.0,9.1,7.3,7.0,54.8,2020-08-12T21:20:57.935Z
12691,35.7,57.7,69.4,30.6,0.9,28.0,1.1,1.3,4.1,2.5,7.6,9.0,8.5,6.7,6.8,64.4,2020-10-08T07:08:35.486Z
12692,42.5,56.7,69.2,39.8,4.5,38.0,0.6,1.4,4.3,2.6,5.7,9.0,10.0,8.1,8.1,45.7,2020-09-01T14:01:15.318Z
12693,44.5,64.4,82.0,42.7,4.1,37.4,0.8,2.2,4.2,2.3,7.2,9.0,11.5,9.1,9.1,54.9,2020-08-12T23:25:27.603Z
12694,35.6,63.3,49.8,26.3,7.9,26.9,1.1,1.1,4.1,3.2,8.5,9.0,16.2,14.5,14.6,64.8,2020-10-07T17:00:46.407Z
12695,46.9,78.1,81.4,45.5,7.4,38.0,0.7,2.8,4.2,2.3,8.2,9.0,15.9,12.9,12.9,52.0,2020-08-21T06:51:22.317Z
12696,37.8,30.0,65.4,35.5,3.4,35.2,0.8,0.7,4.2,2.4,9.6,9.0,11.9,11.2,10.9,55.1,2020-08-12T20:30:25.240Z
12697,32.0,62.7,53.9,62.7,5.3,25.1,0.3,1.0,4.5,2.8,6.6,9.0,12.3,8.7,8.8,30.3,2020-11-04T07:08:59.886Z
12698,32.0,61.0,54.0,61.0,5.3,25.1,0.3,1.0,4.5,2.9,6.6,9.0,12.3,8.7,8.8,30.3,2020-11-04T07:09:15.520Z
12699,45.2,67.3,78.5,42.7,3.1,37.7,0.5,2.5,4.3,2.5,8.6,9.0,11.9,9.1,9.3,44.3,2020-08-21T16:38:39.203Z
12700,40.3,29.6,81.4,38.0,3.7,37.3,0.8,0.6,4.2,2.1,7.2,9.0,10.5,8.9,8.5,54.3,2020-08-12T22:41:05.048Z
12701,41.8,54.0,66.0,38.7,6.9,36.2,0.5,1.2,4.3,2.5,6.2,9.0,12.9,10.7,10.7,44.4,2020-08-21T21:14:29.575Z
12702,41.8,52.3,66.4,38.5,6.7,36.1,0.5,1.2,4.3,2.5,6.4,9.0,12.8,10.7,10.7,44.4,2020-08-21T21:15:02.309Z
12703,42.2,66.3,74.0,40.4,5.6,36.6,0.3,1.9,4.5,2.8,9.1,9.0,14.8,11.7,11.3,34.2,2020-08-21T08:15:57.873Z
12704,45.2,66.9,78.6,42.8,3.1,37.7,0.5,2.4,4.3,2.5,8.6,9.0,11.9,9.1,9.3,44.3,2020-08-21T16:38:40.701Z
12705,37.1,60.2,69.0,30.0,5.2,29.5,1.1,1.2,4.1,2.3,6.9,9.0,12.2,9.9,10.0,64.9,2020-10-07T17:14:12.420Z
12706,38.2,73.5,71.9,33.3,1.8,28.3,1.1,2.3,4.1,2.8,7.4,9.0,9.4,7.3,7.5,64.3,2020-10-08T07:05:31.604Z
12707,34.7,55.6,65.6,28.1,3.4,27.9,1.1,1.1,4.1,2.6,8.3,9.0,11.6,9.9,9.8,64.5,2020-10-07T17:27:29.059Z
12708,45.8,73.1,80.1,44.6,4.6,37.1,0.8,2.7,4.2,2.2,7.8,9.0,12.7,10.0,10.1,55.0,2020-08-12T21:45:12.846Z
12709,46.2,74.2,73.8,44.5,7.3,38.9,0.5,2.7,4.4,2.8,8.3,9.0,16.1,12.5,13.0,41.1,2020-09-02T14:00:29.878Z
12710,37.6,64.0,68.0,33.5,1.7,30.9,1.9,1.8,3.6,2.8,7.9,9.0,9.4,8.2,8.2,89.0,2020-10-07T13:27:51.543Z
12711,37.5,64.0,68.0,33.5,1.7,30.9,1.9,1.8,3.6,2.7,7.9,9.0,9.4,8.2,8.2,89.0,2020-10-07T13:27:54.102Z
12712,41.7,46.3,70.0,41.3,2.3,37.9,0.4,1.3,4.5,2.5,5.5,9.0,7.8,5.2,5.2,36.1,2020-09-02T21:47:10.248Z
12713,41.7,46.3,70.0,41.3,2.3,37.9,0.4,1.3,4.5,2.6,5.5,9.0,7.8,5.2,5.2,36.0,2020-09-02T21:47:07.867Z
12714,41.3,49.2,70.4,40.9,2.4,37.9,0.4,1.3,4.5,2.5,5.6,9.0,7.9,5.3,5.2,36.0,2020-09-02T21:46:12.799Z
12715,38.1,72.9,69.9,30.7,4.0,28.6,1.1,1.9,4.1,2.6,6.8,9.0,10.9,8.8,8.9,65.2,2020-10-08T08:03:51.575Z
12716,41.8,53.8,66.0,38.7,6.9,36.2,0.5,1.2,4.3,2.5,6.2,9.0,12.9,10.7,10.7,44.3,2020-08-21T21:14:30.106Z
12717,41.7,54.4,65.1,38.3,7.5,36.1,0.5,1.2,4.3,2.3,5.7,9.0,12.9,10.9,11.0,44.3,2020-08-21T21:13:27.767Z
12718,39.3,82.7,63.2,35.6,6.6,27.2,1.1,2.5,4.1,2.7,7.8,9.0,14.6,12.2,12.5,64.6,2020-10-08T03:52:01.099Z
12719,41.4,51.0,73.7,37.8,1.5,38.1,0.6,1.5,4.3,2.5,8.5,9.0,9.8,7.9,7.9,45.6,2020-09-01T16:37:53.516Z
12720,40.8,44.0,80.4,36.3,7.7,37.7,0.3,0.6,4.5,2.0,6.8,9.0,14.7,11.4,10.5,34.5,2020-08-21T08:13:12.765Z
12721,47.7,75.8,84.1,45.5,6.2,38.9,0.7,2.8,4.2,2.2,7.0,9.0,13.6,10.6,10.5,51.9,2020-08-20T19:42:15.648Z
12722,44.4,73.5,76.9,42.3,5.5,38.9,0.5,2.7,4.4,2.5,8.3,9.0,14.1,10.5,10.8,41.0,2020-09-02T14:25:05.983Z
12723,38.3,73.5,69.1,34.6,2.0,29.3,1.1,2.4,4.1,2.7,8.6,9.0,10.8,8.7,8.9,64.9,2020-10-07T17:32:08.528Z
12724,29.8,16.5,54.3,22.4,3.7,26.5,1.1,0.3,4.1,2.4,8.5,9.0,11.3,10.8,10.5,65.4,2020-10-07T21:37:47.611Z
12725,29.8,15.8,54.6,22.4,3.6,26.4,1.1,0.3,4.1,2.4,8.6,9.0,11.3,10.7,10.5,65.6,2020-10-07T21:37:32.680Z
12726,38.6,78.3,70.0,34.7,4.7,28.8,1.1,2.3,4.1,2.6,7.4,9.0,12.4,9.9,10.1,64.9,2020-10-08T05:10:24.098Z
12727,33.1,45.4,48.3,23.6,6.5,26.8,1.9,0.7,3.7,2.8,8.2,9.0,14.3,13.6,13.6,89.2,2020-10-07T14:55:02.951Z
12728,32.0,67.1,50.5,67.1,4.3,24.9,0.3,1.0,4.5,3.5,7.5,9.0,12.9,9.1,9.5,30.6,2020-11-04T07:06:19.609Z
12729,40.9,54.2,66.0,36.4,7.1,35.9,0.6,1.3,4.3,3.0,8.3,9.0,14.9,13.7,13.6,47.0,2020-08-21T12:28:21.014Z
12730,42.1,47.9,67.3,39.4,7.2,38.0,0.4,1.0,4.5,2.5,7.0,9.0,14.1,11.6,11.6,35.5,2020-09-02T20:36:39.685Z
12731,40.2,77.1,73.9,35.9,3.8,31.3,1.4,2.5,3.9,2.6,7.0,9.0,11.1,9.1,9.3,74.0,2020-10-07T16:29:57.406Z
12732,32.5,64.0,49.0,27.5,3.1,25.9,1.1,1.1,4.1,3.4,8.2,9.0,10.9,9.8,9.8,64.8,2020-10-08T06:59:27.337Z
12733,32.0,59.0,48.8,26.9,3.1,25.9,1.1,1.1,4.1,3.1,8.1,9.0,10.9,9.8,9.8,64.7,2020-10-08T06:59:23.031Z
12734,45.4,62.9,65.1,43.0,9.0,37.9,0.5,1.7,4.4,2.8,7.5,9.0,16.3,14.0,14.1,41.0,2020-09-02T13:50:12.788Z
12735,43.1,57.9,82.5,41.6,1.3,37.2,0.8,1.6,4.2,2.0,8.2,9.0,9.5,7.4,7.3,54.6,2020-08-12T21:30:38.497Z
12736,42.3,56.7,67.8,37.1,5.1,38.0,0.6,1.3,4.3,2.8,8.6,9.0,13.3,11.7,11.6,45.8,2020-09-01T13:24:53.160Z
12737,39.7,28.8,73.8,36.9,0.4,36.5,0.5,0.8,4.3,2.0,6.8,9.0,6.4,4.8,4.6,44.0,2020-08-21T17:32:17.304Z
12738,42.3,52.7,74.4,40.3,0.4,38.5,0.6,1.5,4.3,2.5,7.9,9.0,8.0,6.1,6.0,45.7,2020-09-01T14:27:37.375Z
12739,47.0,77.5,78.3,45.5,6.9,37.7,0.7,2.7,4.2,2.3,8.0,9.0,15.2,12.3,12.3,51.9,2020-08-20T22:36:18.776Z
12740,41.4,32.9,56.5,39.0,3.9,36.0,0.6,0.9,4.3,2.7,7.5,9.0,10.8,9.6,9.7,46.0,2020-09-01T15:18:25.855Z
12741,44.9,64.2,77.2,42.1,2.5,37.3,0.5,2.4,4.3,2.6,8.5,9.0,11.2,8.5,8.7,43.5,2020-08-21T16:44:38.261Z
12742,42.5,54.2,51.8,39.7,6.2,34.3,0.6,1.4,4.3,3.2,8.0,9.0,13.8,11.9,12.3,45.6,2020-09-01T20:39:42.228Z
12743,39.2,24.0,73.7,34.6,3.3,35.9,0.8,0.1,4.2,1.5,6.5,9.0,9.3,8.1,7.9,54.9,2020-08-12T22:55:27.446Z
12744,30.4,10.0,63.3,15.1,2.6,26.7,1.1,0.3,4.1,3.6,8.1,9.0,9.6,9.1,8.9,65.0,2020-10-08T02:56:01.497Z
12745,30.3,10.8,63.0,14.7,2.5,26.5,1.1,0.3,4.1,3.7,8.3,9.0,9.6,9.1,8.9,65.0,2020-10-08T02:56:07.723Z
12746,43.6,75.6,78.2,43.5,7.0,34.2,0.5,2.4,4.4,2.3,7.0,9.0,14.5,10.9,10.8,44.5,2020-08-14T02:50:19.821Z
12747,34.8,39.0,70.0,28.3,4.1,29.1,1.1,0.6,4.1,2.0,5.0,9.0,9.0,7.3,7.2,65.0,2020-10-08T05:59:35.711Z
12748,43.6,75.4,79.6,42.5,5.4,34.5,0.5,2.6,4.3,2.3,7.9,9.0,13.7,10.2,10.2,44.4,2020-08-13T18:27:07.140Z
12749,44.7,79.6,66.6,44.4,6.1,36.2,0.7,2.8,4.2,3.5,9.0,9.0,14.9,12.9,13.1,51.7,2020-08-20T22:34:53.484Z
12750,47.2,71.7,84.3,43.2,5.2,38.5,0.7,2.8,4.2,2.3,7.3,9.0,12.9,10.0,9.9,51.9,2020-08-20T14:30:16.570Z
12751,31.5,44.4,52.3,24.1,4.6,25.7,1.1,0.7,4.1,2.7,8.2,9.0,12.4,11.3,11.3,65.3,2020-10-08T02:43:16.033Z
12752,32.0,44.0,49.9,25.2,4.6,25.8,1.1,0.7,4.1,2.9,8.2,9.0,12.5,11.3,11.3,65.3,2020-10-08T04:32:39.471Z
12753,31.4,56.0,58.3,56.0,3.3,25.3,0.3,1.0,4.5,2.7,7.8,9.0,11.4,7.9,7.9,30.5,2020-11-04T10:12:51.720Z
12754,43.9,60.0,80.1,41.2,6.4,37.6,0.3,1.4,4.5,2.1,8.1,9.0,15.1,10.9,10.6,34.5,2020-08-21T08:30:52.113Z
12755,45.6,74.2,74.4,44.0,6.4,38.9,0.7,2.7,4.3,2.5,8.4,9.0,15.0,12.3,12.5,50.5,2020-09-02T15:03:24.961Z
12756,41.9,60.2,77.5,39.3,3.5,38.4,0.6,1.6,4.3,2.4,7.0,9.0,10.6,8.1,8.1,45.8,2020-09-01T20:27:20.828Z
12757,44.0,56.0,82.1,42.1,4.9,38.0,0.7,1.5,4.2,2.1,7.9,9.0,12.9,10.2,9.9,51.6,2020-08-21T06:39:50.243Z
12758,42.7,66.5,67.4,38.8,8.6,38.3,0.5,1.5,4.4,2.7,8.0,9.0,16.5,13.8,13.9,41.1,2020-09-02T13:50:44.208Z
12759,45.6,74.8,72.3,44.9,5.3,36.6,0.7,2.6,4.2,2.3,7.7,9.0,13.2,10.2,10.3,51.7,2020-08-21T06:36:23.420Z
12760,32.5,56.5,59.2,27.5,3.6,26.9,1.1,1.0,4.1,2.9,9.5,9.0,12.8,11.6,11.6,65.1,2020-10-08T01:59:16.415Z
12761,41.9,55.0,63.7,38.4,8.7,37.5,0.4,1.2,4.5,2.7,6.6,9.0,15.2,13.0,13.1,36.2,2020-09-02T20:18:05.261Z
12762,41.4,56.9,79.1,35.2,3.4,38.2,0.6,1.4,4.3,2.3,8.1,9.0,11.7,8.9,8.8,45.5,2020-09-01T18:41:36.244Z
12763,47.6,78.8,83.7,42.7,7.1,38.8,0.6,3.1,4.3,2.4,7.6,9.0,15.2,12.0,11.9,46.5,2020-08-21T12:00:43.018Z
12764,38.3,78.5,63.3,34.2,5.3,27.6,1.1,2.2,4.1,2.8,8.1,9.0,13.5,11.1,11.3,65.3,2020-10-08T05:07:49.131Z
12765,44.6,68.1,84.4,43.4,1.5,37.4,0.8,2.7,4.2,2.3,7.7,9.0,9.5,7.2,7.3,54.7,2020-08-12T23:37:54.366Z
12766,44.7,68.3,84.4,43.5,1.6,37.5,0.8,2.7,4.2,2.2,7.7,9.0,9.5,7.2,7.3,54.7,2020-08-12T23:37:51.027Z
12767,42.8,55.8,66.6,36.9,6.9,37.7,0.6,1.2,4.3,2.6,8.3,9.0,14.9,13.3,13.3,46.2,2020-09-01T12:59:40.529Z
12768,43.7,60.2,75.1,40.3,7.4,38.5,0.5,1.6,4.4,2.5,7.9,9.0,15.7,12.5,12.5,40.7,2020-09-02T14:04:07.514Z
12769,32.0,70.6,59.4,70.6,2.9,24.5,0.4,1.4,4.5,2.8,6.8,9.0,10.3,6.4,6.5,34.7,2020-11-05T03:09:25.775Z
12770,31.8,70.2,60.3,70.2,2.3,24.3,0.4,1.4,4.5,2.8,7.6,9.0,10.3,6.4,6.5,34.6,2020-11-05T03:28:16.112Z
12771,40.4,79.0,73.8,37.6,5.1,32.4,1.9,2.5,3.6,2.5,7.2,9.0,12.5,10.7,10.8,89.1,2020-10-07T14:06:12.610Z
12772,45.6,82.7,67.9,44.2,8.4,36.3,0.3,2.8,4.5,3.3,8.5,9.0,17.1,13.6,14.3,34.4,2020-08-21T07:56:05.437Z
12773,37.9,76.0,58.5,31.2,4.9,28.9,1.9,2.0,3.6,3.3,8.3,9.0,13.1,11.7,11.9,89.1,2020-10-07T12:50:21.214Z
12774,42.4,54.2,69.4,37.6,5.3,38.5,0.6,1.2,4.3,1.8,8.2,9.0,13.2,11.3,11.2,46.0,2020-09-01T13:27:49.459Z
12775,43.2,62.7,81.7,41.1,6.8,38.4,0.7,0.9,4.2,2.0,6.8,9.0,13.6,11.1,10.6,51.4,2020-08-20T22:30:57.991Z
12776,36.0,78.3,55.8,28.5,4.9,27.1,1.1,1.9,4.1,3.3,8.6,9.0,13.4,11.6,11.8,65.0,2020-10-08T07:57:03.687Z
12777,44.2,65.6,72.6,43.1,3.5,38.8,0.6,2.3,4.3,2.4,8.4,9.0,11.9,9.4,9.8,46.0,2020-09-01T19:51:57.103Z
12778,43.8,52.9,70.0,42.7,3.8,38.1,0.6,1.6,4.3,2.6,8.3,9.0,11.8,9.9,10.2,45.3,2020-09-01T19:51:20.086Z
12779,45.0,66.3,79.4,41.1,5.5,37.8,0.7,2.1,4.2,2.4,8.1,9.0,13.7,11.2,11.0,51.4,2020-08-20T14:19:38.228Z
12780,32.6,11.9,68.6,21.9,4.5,29.5,1.1,0.3,4.1,1.7,5.0,9.0,9.1,7.9,7.5,64.8,2020-10-07T19:09:51.387Z
12781,44.7,57.5,72.7,40.9,6.9,38.2,0.7,1.6,4.3,3.3,8.2,9.0,15.0,13.0,12.9,50.5,2020-09-02T16:21:58.955Z
12782,38.7,75.6,63.6,34.5,4.9,29.3,1.4,2.1,3.9,2.9,8.1,9.0,13.0,11.1,11.4,74.6,2020-10-07T16:25:08.656Z
12783,44.0,71.5,79.4,40.6,3.2,39.1,0.6,2.6,4.3,2.4,8.6,9.0,12.2,9.1,9.4,45.8,2020-09-01T16:27:22.773Z
12784,30.8,67.5,46.0,67.5,6.0,23.9,0.3,1.0,4.5,3.4,6.8,9.0,13.0,10.1,10.3,30.4,2020-11-04T07:04:07.277Z
12785,42.9,69.2,74.5,39.1,5.4,36.7,0.3,2.1,4.5,3.1,9.2,9.0,14.6,11.7,11.7,34.4,2020-08-21T08:14:31.147Z
12786,31.1,74.4,57.0,74.4,1.4,23.7,0.4,1.6,4.5,3.3,8.5,9.0,10.3,6.9,6.9,34.6,2020-11-05T03:23:57.145Z
12787,28.4,41.9,44.7,41.9,6.5,23.6,0.3,0.5,4.5,2.6,5.4,9.0,11.8,9.5,9.5,30.3,2020-11-04T08:24:02.088Z
12788,42.4,53.8,75.1,37.8,0.8,38.5,0.6,1.5,4.3,2.4,6.8,9.0,7.5,5.1,5.3,45.8,2020-09-01T14:35:17.949Z
12789,40.2,46.3,65.4,35.7,7.2,35.8,0.6,0.9,4.3,3.7,8.1,9.0,14.8,13.7,13.6,47.2,2020-08-21T12:28:07.166Z
12790,44.5,80.0,79.6,41.5,6.9,39.1,0.5,2.8,4.4,2.3,7.7,9.0,15.3,11.4,11.6,40.6,2020-09-02T13:14:36.076Z
12791,37.4,11.5,63.9,31.2,6.3,35.0,0.8,0.4,4.2,3.0,7.8,9.0,13.0,12.4,12.1,54.8,2020-08-12T21:49:51.750Z
12792,45.1,65.4,77.7,42.6,2.4,37.5,0.5,2.4,4.3,2.6,8.5,9.0,11.2,8.4,8.7,44.0,2020-08-21T16:44:46.218Z
12793,43.9,73.8,78.3,41.6,3.2,38.7,0.6,2.8,4.3,2.4,8.4,9.0,12.1,8.9,9.1,46.1,2020-09-01T18:40:44.572Z
12794,31.5,37.7,52.5,21.6,5.2,25.9,1.1,0.6,4.1,2.7,7.3,9.0,12.0,11.1,11.0,64.9,2020-10-08T08:43:42.679Z
12795,39.0,33.1,64.8,37.5,3.3,35.0,0.4,0.7,4.5,3.8,9.4,9.0,11.8,10.8,10.7,35.6,2020-09-03T01:11:59.739Z
12796,38.8,31.9,61.3,33.4,6.2,34.9,0.4,0.7,4.4,2.2,5.5,9.0,11.0,9.5,9.3,38.2,2020-08-12T11:16:52.029Z
