,CondTempCirc1,Data_EVD_Emb_1.EVD.Variables.EEV_PosPercent.Val,DscgTempCirc1,EbmpapstFan_1_Mng.ElectrInfo_EBM_1.CurrPower,EvapTempCirc1,ExtTemp,FiltPress,InvInfoCirc1.Info_MotPwr,PumpPress,SubCoolCir1,SuctSH_Circ1,UnitStatus,W_InTempUser,W_OutTempEvap,W_OutTempUser,WaterFlowMeter,timestamp
3591,43.3,69.6,66.0,37.3,12.0,36.2,0.7,1.3,4.2,2.5,5.5,9.0,17.5,15.1,14.9,51.8,2020-08-20T11:22:15.291Z
3592,43.0,70.6,65.6,36.5,11.8,36.1,0.7,1.3,4.2,2.5,5.6,9.0,17.4,15.1,14.9,51.7,2020-08-20T11:13:49.280Z
3593,42.8,68.1,66.3,36.6,11.0,36.0,0.7,1.3,4.2,2.7,6.1,9.0,17.1,14.8,14.6,51.8,2020-08-20T11:00:54.052Z
3594,42.9,67.9,66.3,36.8,11.1,36.0,0.7,1.3,4.2,2.7,6.1,9.0,17.1,14.8,14.6,51.8,2020-08-20T11:00:56.595Z
3595,43.0,70.8,65.6,36.5,11.9,36.1,0.7,1.3,4.2,2.5,5.6,9.0,17.5,15.1,14.9,51.7,2020-08-20T11:13:51.028Z
3596,43.1,69.2,66.0,37.6,11.5,36.2,0.7,1.3,4.2,2.5,5.8,9.0,17.3,14.9,14.8,51.8,2020-08-20T11:04:49.559Z
3597,43.1,67.3,65.6,37.0,11.9,36.2,0.7,1.3,4.2,2.5,5.5,9.0,17.4,15.0,14.8,51.7,2020-08-20T11:10:33.121Z
3598,42.9,67.5,65.8,36.5,11.9,36.0,0.7,1.3,4.2,2.4,5.5,9.0,17.4,15.0,14.8,51.8,2020-08-20T11:10:04.677Z
3599,42.8,67.3,66.0,36.8,11.5,36.0,0.7,1.3,4.2,2.6,5.7,9.0,17.2,14.9,14.7,51.8,2020-08-20T11:03:37.053Z
3600,46.1,75.6,72.6,44.2,7.7,38.4,0.5,2.7,4.4,3.0,8.0,9.0,16.1,12.7,13.1,41.0,2020-09-02T14:00:18.598Z
3601,28.5,14.2,45.5,21.1,2.6,24.4,1.1,0.3,4.1,3.7,7.8,9.0,9.8,9.5,9.2,65.0,2020-10-08T06:53:53.912Z
3602,29.2,13.1,58.6,13.2,3.1,26.4,1.1,0.3,4.1,2.4,8.1,9.0,10.2,9.7,9.5,65.0,2020-10-07T17:38:32.609Z
3603,29.4,12.5,60.5,11.6,2.5,26.5,1.1,0.3,4.1,3.6,8.4,9.0,9.8,9.4,9.2,65.0,2020-10-08T02:57:07.543Z
3604,43.8,76.7,80.6,41.8,3.9,39.1,0.6,2.7,4.3,2.5,7.9,9.0,12.2,9.0,9.2,45.8,2020-09-01T20:23:20.662Z
3605,44.1,77.7,78.3,43.5,5.5,38.8,0.4,2.8,4.5,2.2,8.3,9.0,14.4,10.2,10.6,36.2,2020-09-03T00:22:53.846Z
3606,42.4,52.5,65.4,39.7,8.1,38.0,0.4,1.2,4.5,2.5,6.8,9.0,14.8,12.4,12.6,35.9,2020-09-02T20:24:27.916Z
3607,42.7,51.7,65.0,40.1,8.5,37.8,0.4,1.2,4.5,2.6,6.4,9.0,14.8,12.5,12.7,35.9,2020-09-02T20:24:09.786Z
3608,44.6,68.8,84.3,43.6,1.4,37.5,0.8,2.7,4.2,2.3,7.4,9.0,9.1,6.7,6.8,55.1,2020-08-12T23:39:25.635Z
3609,44.9,80.6,79.9,42.4,7.2,39.4,0.4,2.8,4.5,2.2,8.1,9.0,15.8,12.5,12.7,37.2,2020-09-02T16:50:29.641Z
3610,40.6,56.5,70.1,37.9,5.9,34.8,0.5,1.4,4.3,2.4,7.5,9.0,13.3,10.9,10.6,44.7,2020-08-14T06:08:55.504Z
3611,42.6,82.1,71.5,40.0,5.9,38.1,0.6,2.5,4.3,2.5,7.9,9.0,13.8,10.9,11.2,46.4,2020-09-01T20:41:54.050Z
3612,34.1,75.2,69.0,75.2,-1.2,24.4,0.3,2.2,4.5,2.9,7.8,9.0,7.6,3.1,3.4,30.6,2020-11-04T12:12:32.519Z
3613,38.1,44.2,63.2,35.7,6.7,34.0,0.5,0.8,4.3,2.7,8.4,9.0,14.4,13.4,13.0,44.5,2020-08-13T18:15:19.239Z
3614,30.0,39.0,55.6,39.0,3.9,24.5,0.3,0.6,4.5,2.2,6.7,9.0,10.7,7.7,7.8,30.4,2020-11-04T10:15:31.525Z
3615,40.5,25.8,72.1,35.2,2.6,36.4,0.5,0.7,4.3,1.8,7.2,9.0,9.5,7.8,7.7,44.5,2020-08-21T16:57:52.617Z
3616,43.5,60.0,67.7,39.3,6.7,36.6,0.6,1.6,4.3,2.6,8.0,9.0,14.6,12.4,12.5,46.9,2020-08-21T12:17:27.798Z
3617,42.9,52.9,75.8,39.9,3.9,37.4,0.5,1.6,4.3,2.4,8.4,9.0,12.2,9.9,9.9,43.8,2020-08-21T16:37:10.611Z
3618,42.9,52.7,75.8,40.0,4.0,37.4,0.5,1.6,4.3,2.5,8.3,9.0,12.2,9.9,9.9,43.8,2020-08-21T16:37:06.896Z
3619,42.4,54.0,67.1,40.7,4.1,35.8,0.8,1.5,4.2,2.7,8.4,9.0,12.2,10.4,10.6,54.6,2020-08-12T20:31:42.971Z
3620,43.9,64.4,76.8,41.0,5.4,37.1,0.3,2.0,4.5,2.7,8.4,9.0,14.1,10.5,10.6,34.2,2020-08-21T08:23:31.328Z
3621,31.8,50.8,47.1,50.8,7.0,24.1,0.3,0.9,4.5,3.0,4.3,9.0,13.0,9.6,10.1,30.4,2020-11-04T07:04:40.605Z
3622,47.7,78.5,81.6,45.4,7.4,38.4,0.7,3.1,4.2,2.3,8.0,9.0,15.8,12.9,12.8,51.6,2020-08-20T22:14:03.332Z
3623,44.1,100.0,86.3,38.0,13.6,39.2,0.8,2.8,4.2,2.8,13.2,9.0,26.8,23.9,24.0,57.2,2020-09-02T08:23:15.123Z
3624,35.3,75.0,54.7,31.4,5.9,27.0,1.1,1.7,4.1,3.2,9.0,9.0,14.8,13.3,13.6,65.2,2020-10-08T05:45:03.738Z
3625,38.3,74.0,72.4,36.4,1.6,28.8,1.1,2.4,4.1,2.6,7.1,9.0,8.9,6.7,6.9,64.9,2020-10-08T01:08:40.251Z
3626,41.7,51.5,78.1,39.3,2.5,38.6,0.6,1.4,4.3,2.3,7.6,9.0,10.1,7.7,7.7,46.0,2020-09-01T20:57:21.312Z
3627,42.2,67.7,70.0,41.8,4.3,38.5,0.4,1.7,4.5,2.7,8.6,9.0,12.8,10.0,10.4,36.0,2020-09-03T01:04:38.187Z
3628,43.7,65.4,76.3,40.7,5.9,37.0,0.3,1.8,4.5,2.5,8.4,9.0,14.8,11.1,11.2,34.5,2020-08-21T08:32:34.209Z
3629,44.4,77.9,71.2,41.1,8.0,38.2,0.5,2.5,4.4,2.6,8.4,9.0,16.7,13.1,13.4,41.1,2020-09-02T13:51:48.536Z
3630,43.6,70.6,71.0,39.0,9.5,36.7,0.7,1.6,4.2,2.6,6.2,9.0,15.7,13.4,13.3,52.2,2020-08-20T12:18:38.309Z
3631,39.0,30.8,64.0,34.6,4.1,35.4,0.5,0.7,4.3,2.0,5.7,9.0,9.1,8.0,7.8,43.8,2020-08-21T17:54:59.744Z
3632,45.5,73.1,75.1,45.8,8.8,37.5,0.7,2.2,4.2,2.3,5.5,9.0,14.9,12.2,12.1,51.9,2020-08-21T04:48:35.632Z
3633,45.4,72.9,75.1,45.7,8.8,37.5,0.7,2.2,4.2,2.3,5.6,9.0,14.9,12.2,12.1,52.0,2020-08-21T04:48:38.783Z
3634,40.9,49.0,70.8,39.0,3.9,38.1,0.4,0.9,4.5,2.1,8.5,9.0,12.2,9.8,9.7,36.2,2020-09-03T01:32:10.428Z
3635,47.7,78.8,82.8,45.2,7.5,38.5,0.7,3.0,4.3,2.3,7.9,9.0,15.7,12.8,12.8,52.1,2020-08-20T22:14:48.875Z
3636,41.0,42.5,65.5,37.3,7.9,37.3,0.4,0.9,4.5,2.6,7.0,9.0,14.6,12.6,12.4,35.6,2020-09-02T20:27:03.046Z
3637,41.0,42.5,65.5,37.3,7.9,37.3,0.4,0.9,4.5,2.6,6.9,9.0,14.6,12.6,12.4,35.6,2020-09-02T20:27:04.987Z
3638,37.4,64.2,74.0,33.6,1.3,29.7,1.1,1.8,4.1,2.5,6.8,9.0,8.4,6.2,6.4,64.7,2020-10-07T18:43:56.541Z
3639,43.9,71.7,78.6,39.7,6.6,39.0,0.5,2.4,4.4,2.4,6.9,9.0,14.1,10.5,10.4,41.4,2020-09-02T12:48:24.031Z
3640,38.1,72.3,74.1,35.0,0.9,29.2,1.1,2.4,4.1,2.6,7.9,9.0,9.0,6.8,7.0,64.5,2020-10-07T18:42:06.951Z
3641,44.8,68.8,66.2,42.9,6.1,36.6,0.5,2.1,4.4,2.7,7.6,9.0,13.7,11.1,11.4,43.9,2020-08-21T13:36:52.099Z
3642,39.9,54.8,78.3,33.2,6.4,38.6,0.7,0.7,4.3,1.9,7.6,9.0,14.0,11.6,11.0,50.3,2020-09-02T16:38:59.793Z
3643,37.0,71.3,59.1,29.2,4.7,26.9,1.1,1.8,4.1,3.0,8.2,9.0,12.9,10.8,11.1,64.4,2020-10-08T08:32:17.583Z
3644,42.7,51.5,65.4,38.1,6.1,36.2,0.7,1.3,4.2,2.7,7.8,9.0,13.7,12.0,11.9,51.9,2020-08-20T14:48:32.818Z
3645,42.0,50.2,66.9,39.1,6.5,37.9,0.4,1.2,4.5,2.6,6.4,9.0,12.8,10.2,10.2,35.7,2020-09-02T20:54:19.877Z
3646,42.6,48.8,66.7,40.2,7.1,38.0,0.4,1.2,4.5,2.4,5.9,9.0,12.9,10.4,10.6,35.9,2020-09-02T20:51:53.141Z
3647,41.4,51.7,66.9,38.2,6.6,38.0,0.4,1.2,4.5,2.6,6.4,9.0,12.9,10.2,10.4,35.9,2020-09-02T20:52:38.598Z
3648,41.6,51.0,66.8,38.5,6.9,37.7,0.4,1.2,4.5,2.6,6.0,9.0,12.9,10.2,10.3,35.7,2020-09-02T20:53:26.046Z
3649,40.2,27.1,54.9,36.3,4.4,36.0,0.6,0.7,4.3,2.3,8.0,9.0,11.4,10.4,10.2,45.7,2020-09-01T14:49:54.151Z
3650,40.2,26.9,54.8,36.2,4.4,36.0,0.6,0.7,4.3,2.3,8.0,9.0,11.4,10.4,10.2,45.6,2020-09-01T14:49:53.124Z
3651,39.8,52.5,77.3,35.6,3.4,37.8,0.6,1.4,4.3,2.9,7.7,9.0,10.9,9.0,8.6,45.8,2020-09-01T18:57:14.473Z
3652,41.2,50.4,75.1,38.1,3.0,38.3,0.6,1.4,4.3,2.9,7.8,9.0,10.7,8.5,8.4,46.0,2020-09-01T15:50:42.866Z
3653,38.9,32.7,72.8,35.4,2.8,35.9,0.8,0.8,4.2,2.5,8.4,9.0,10.3,9.3,9.0,54.4,2020-08-12T22:43:57.042Z
3654,42.7,69.4,63.3,41.4,5.9,35.2,0.5,2.1,4.4,3.1,8.9,9.0,14.7,12.5,12.6,44.6,2020-08-13T19:56:08.470Z
3655,45.2,78.3,72.1,41.8,6.1,38.5,0.7,2.7,4.3,3.0,9.1,9.0,15.3,12.9,13.1,50.5,2020-09-02T16:24:12.719Z
3656,47.6,78.3,69.9,45.4,8.9,36.8,0.7,3.0,4.2,2.9,7.5,9.0,16.6,13.7,14.1,51.5,2020-08-20T20:12:43.932Z
3657,41.8,55.0,73.7,38.4,1.3,38.1,0.6,1.8,4.3,2.8,8.7,9.0,9.8,7.9,7.9,45.8,2020-09-01T16:38:04.209Z
3658,42.6,65.0,77.4,37.4,5.3,37.2,0.7,1.5,4.2,2.5,8.5,9.0,13.6,11.6,11.2,51.9,2020-08-20T14:20:44.632Z
3659,42.5,66.7,77.4,38.9,5.3,38.5,0.5,2.0,4.4,2.6,8.6,9.0,14.1,10.8,10.6,40.8,2020-09-02T14:21:36.023Z
3660,42.5,66.7,77.3,38.9,5.3,38.5,0.5,2.0,4.4,2.6,8.6,9.0,14.1,10.8,10.6,40.7,2020-09-02T14:21:37.571Z
3661,46.6,94.0,81.0,42.2,13.0,39.6,0.8,3.0,4.2,2.2,10.8,9.0,24.2,20.7,20.9,57.5,2020-09-02T08:29:50.707Z
3662,38.2,28.5,69.2,36.4,0.4,35.2,0.8,0.8,4.2,2.2,6.0,9.0,5.3,4.4,4.2,55.0,2020-08-12T18:05:02.809Z
3663,40.8,52.7,64.8,39.6,6.7,35.8,0.7,1.2,4.2,3.0,8.3,9.0,14.6,13.4,13.3,52.0,2020-08-20T19:46:05.914Z
3664,45.2,71.3,76.8,45.1,7.0,37.7,0.7,2.3,4.2,2.3,6.0,9.0,13.4,10.6,10.5,51.8,2020-08-21T05:08:09.823Z
3665,41.9,49.4,77.7,39.9,1.3,36.9,0.5,1.5,4.3,2.6,8.5,9.0,9.6,7.7,7.9,43.9,2020-08-21T15:08:40.106Z
3666,46.1,73.3,83.2,44.7,6.2,38.0,0.3,2.5,4.5,2.2,7.9,9.0,14.8,10.3,10.4,34.5,2020-08-21T08:12:25.525Z
3667,36.9,70.0,65.5,30.8,3.8,27.5,1.1,1.8,4.1,2.8,7.4,9.0,11.3,9.2,9.4,64.8,2020-10-08T06:32:12.566Z
3668,47.8,78.1,82.2,45.2,7.6,38.5,0.7,2.9,4.3,2.3,7.8,9.0,15.8,12.8,12.8,51.4,2020-08-20T21:54:17.553Z
3669,45.5,74.8,75.4,46.1,8.2,37.6,0.7,2.3,4.2,2.5,6.2,9.0,14.6,11.9,11.9,51.7,2020-08-21T04:52:17.781Z
3670,38.1,11.0,54.0,32.4,4.3,34.8,0.7,0.4,4.2,2.9,7.8,9.0,11.1,10.5,10.0,51.7,2020-08-20T14:09:37.012Z
3671,37.8,10.6,54.3,32.0,4.9,34.7,0.7,0.4,4.2,3.0,7.5,9.0,11.4,10.7,10.2,51.7,2020-08-20T14:10:01.679Z
3672,38.9,29.0,63.4,34.1,4.3,35.5,0.5,0.7,4.3,2.0,6.0,9.0,9.5,8.4,8.2,44.1,2020-08-21T17:58:32.880Z
3673,38.9,28.8,63.7,34.6,3.9,35.5,0.5,0.7,4.3,2.2,6.1,9.0,9.3,8.2,7.9,43.9,2020-08-21T17:56:17.589Z
3674,39.1,28.3,63.4,34.2,4.2,35.4,0.5,0.7,4.3,2.3,6.1,9.0,9.5,8.4,8.2,44.1,2020-08-21T17:58:16.185Z
3675,42.6,55.8,70.8,41.3,3.9,36.8,0.5,1.5,4.4,2.6,5.6,9.0,9.4,7.3,7.3,44.5,2020-08-21T21:46:10.521Z
3676,38.0,78.8,56.4,35.8,5.2,27.0,1.1,2.2,4.1,3.1,7.7,9.0,13.0,10.6,11.0,65.3,2020-10-08T01:23:21.115Z
3677,44.5,76.0,79.4,41.5,6.9,39.1,0.7,2.4,4.3,2.1,7.0,9.0,14.4,11.2,11.3,50.5,2020-09-02T15:47:17.956Z
3678,31.2,33.8,54.2,20.6,5.5,26.9,1.9,0.5,3.6,2.6,8.0,9.0,13.0,12.5,12.4,89.2,2020-10-07T12:47:11.651Z
3679,44.6,67.7,79.1,40.4,5.4,37.5,0.7,2.1,4.2,2.3,8.3,9.0,13.7,11.3,11.0,51.6,2020-08-20T14:20:00.070Z
3680,44.3,62.3,81.7,42.5,4.1,37.4,0.8,2.1,4.2,2.3,7.3,9.0,11.4,9.1,9.1,54.6,2020-08-12T23:25:35.779Z
3681,40.6,76.3,74.2,37.9,3.6,32.4,1.9,2.6,3.6,2.6,6.1,9.0,9.9,8.3,8.4,88.1,2020-10-07T14:12:21.605Z
3682,36.8,15.2,64.0,30.5,7.2,34.2,0.5,0.4,4.3,2.4,7.7,9.0,13.9,13.2,12.7,44.4,2020-08-13T18:14:22.203Z
3683,41.8,70.4,78.4,38.7,5.0,34.3,0.5,1.4,4.3,2.5,7.4,9.0,12.8,9.5,9.3,44.7,2020-08-13T18:10:30.000Z
3684,45.1,75.6,79.5,41.7,6.2,39.4,0.5,2.6,4.4,2.2,7.3,9.0,14.2,10.3,10.4,40.7,2020-09-02T12:47:33.470Z
3685,46.2,69.6,84.5,45.5,3.7,38.5,0.5,2.6,4.3,2.1,7.7,9.0,11.9,8.8,9.0,44.3,2020-08-21T14:57:27.223Z
3686,30.6,23.8,59.5,22.6,2.2,29.7,1.5,0.4,3.9,2.5,8.0,9.0,9.4,8.9,8.7,75.7,2020-10-08T09:37:39.441Z
3687,45.5,70.4,84.1,44.8,2.6,37.8,0.8,2.8,4.2,2.3,8.1,9.0,11.0,8.5,8.6,54.5,2020-08-12T20:52:34.646Z
3688,41.2,62.5,64.9,41.5,6.2,35.8,0.7,1.5,4.3,3.2,9.0,9.0,14.8,13.6,13.5,51.8,2020-08-20T22:52:15.005Z
3689,36.5,68.3,65.9,31.5,3.3,27.6,1.1,1.7,4.1,2.8,6.6,9.0,10.0,8.1,8.3,65.2,2020-10-08T06:36:24.517Z
3690,38.4,73.8,70.0,31.9,4.0,28.5,1.1,2.1,4.1,2.6,6.8,9.0,11.0,8.8,9.0,64.9,2020-10-08T08:03:32.116Z
3691,40.9,48.8,62.9,32.1,9.4,37.2,0.6,0.9,4.3,2.6,7.1,9.0,16.2,14.5,14.5,45.9,2020-09-01T12:30:39.420Z
3692,40.2,49.2,64.6,31.5,8.8,37.0,0.6,0.9,4.3,2.8,7.5,9.0,16.0,14.3,14.3,45.8,2020-09-01T12:34:58.471Z
3693,40.7,47.9,64.4,32.7,8.6,37.1,0.6,0.9,4.3,2.5,7.7,9.0,16.0,14.3,14.2,45.7,2020-09-01T12:35:19.383Z
3694,44.2,76.9,75.6,41.9,5.4,38.5,0.6,2.7,4.3,2.3,8.5,9.0,14.3,11.0,11.3,45.9,2020-09-01T15:41:31.078Z
3695,44.8,73.1,78.6,41.5,7.2,39.2,0.7,2.4,4.3,2.4,7.7,9.0,15.3,12.4,12.4,50.5,2020-09-02T16:20:02.943Z
3696,38.1,76.7,71.9,34.8,2.8,29.4,1.1,2.4,4.1,2.8,7.3,9.0,10.4,8.2,8.4,65.0,2020-10-07T19:06:24.562Z
3697,47.9,78.1,83.6,45.2,7.2,38.9,0.7,3.1,4.2,2.3,7.5,9.0,15.0,12.1,12.0,51.4,2020-08-20T22:19:23.270Z
3698,47.9,78.8,83.6,45.0,7.2,38.9,0.7,3.1,4.2,2.3,7.5,9.0,15.0,12.1,12.0,51.4,2020-08-20T22:19:21.647Z
3699,34.2,72.5,59.0,72.5,4.0,25.2,0.3,1.6,4.5,3.0,7.6,9.0,12.7,8.0,8.5,30.4,2020-11-04T10:09:23.045Z
3700,34.3,70.4,58.6,70.4,4.9,25.1,0.3,1.6,4.5,2.9,6.7,9.0,12.8,8.2,8.6,30.4,2020-11-04T10:09:04.558Z
3701,42.6,52.3,81.5,39.8,5.0,37.7,0.7,1.1,4.2,2.1,7.9,9.0,12.9,10.4,9.9,51.8,2020-08-21T06:39:59.367Z
3702,48.8,83.3,84.1,44.7,9.0,39.2,0.6,3.1,4.3,2.1,8.3,9.0,17.7,14.0,13.8,46.9,2020-08-21T12:51:47.418Z
3703,48.5,84.4,84.0,44.8,9.0,39.0,0.6,3.1,4.3,2.1,8.2,9.0,17.7,14.0,13.8,47.0,2020-08-21T12:51:08.248Z
3704,48.8,84.0,83.9,44.9,9.1,39.1,0.6,3.1,4.3,2.0,7.9,9.0,17.6,13.9,13.7,46.9,2020-08-21T12:50:00.691Z
3705,48.6,83.1,84.0,44.8,9.2,39.0,0.6,3.1,4.3,2.1,8.0,9.0,17.7,14.0,13.8,46.9,2020-08-21T12:51:14.323Z
3706,48.9,81.0,84.0,44.6,9.2,39.1,0.6,3.1,4.3,2.2,7.9,9.0,17.7,14.0,13.8,46.9,2020-08-21T12:51:27.894Z
3707,35.2,62.9,55.4,31.9,4.4,27.0,1.1,1.3,4.1,2.8,8.5,9.0,12.7,11.1,11.2,65.2,2020-10-07T21:45:36.646Z
3708,42.5,58.5,75.1,36.4,6.2,38.8,0.9,1.4,4.2,2.5,7.4,9.0,13.5,11.4,11.1,57.5,2020-09-02T09:04:18.391Z
3709,41.0,40.2,56.6,35.8,6.9,36.6,0.6,0.9,4.3,2.4,8.7,9.0,14.9,13.8,13.7,46.4,2020-09-01T16:11:12.614Z
3710,41.0,40.4,56.7,35.8,6.9,36.6,0.6,0.9,4.3,2.4,8.8,9.0,14.9,13.8,13.7,46.4,2020-09-01T16:11:13.129Z
3711,45.6,79.0,74.7,44.6,6.4,37.1,0.7,2.8,4.2,2.5,7.2,9.0,13.9,11.0,11.0,51.9,2020-08-21T07:25:32.380Z
3712,39.1,39.8,58.5,29.7,10.2,35.2,0.6,0.6,4.3,2.2,5.7,9.0,15.4,14.1,14.0,45.7,2020-09-01T11:12:14.277Z
3713,39.0,41.5,58.5,29.7,10.6,34.9,0.6,0.6,4.3,2.0,5.5,9.0,15.6,14.2,14.1,45.6,2020-09-01T11:18:07.698Z
3714,39.1,42.7,58.4,29.4,10.5,34.9,0.6,0.6,4.3,2.0,5.6,9.0,15.6,14.2,14.1,45.6,2020-09-01T11:17:20.547Z
3715,39.2,41.9,58.4,29.7,10.5,35.1,0.6,0.6,4.3,2.4,5.5,9.0,15.5,14.2,14.1,45.8,2020-09-01T11:14:15.038Z
3716,39.2,39.4,58.5,29.6,10.4,35.2,0.6,0.6,4.3,2.2,5.6,9.0,15.4,14.2,14.1,45.7,2020-09-01T11:12:56.456Z
3717,39.1,39.8,58.5,29.4,10.2,35.1,0.6,0.6,4.3,2.3,5.8,9.0,15.4,14.1,14.0,45.8,2020-09-01T11:12:07.866Z
3718,39.3,47.7,68.2,36.9,4.1,34.0,0.5,1.1,4.3,2.3,6.6,9.0,10.5,8.4,8.1,44.4,2020-08-13T19:45:21.928Z
3719,39.6,78.3,68.8,33.3,4.3,30.5,1.9,2.4,3.6,2.7,8.1,9.0,12.5,10.8,10.9,88.9,2020-10-07T12:52:10.929Z
3720,39.5,77.9,69.1,33.2,4.3,30.6,1.9,2.4,3.6,2.6,8.0,9.0,12.5,10.7,10.9,88.7,2020-10-07T12:52:16.780Z
3721,43.3,71.9,73.2,40.3,5.1,38.1,0.7,2.4,4.3,3.3,9.5,9.0,14.6,12.5,12.3,50.5,2020-09-02T15:08:51.948Z
3722,45.9,78.8,81.7,45.5,5.9,37.9,0.7,2.9,4.2,2.3,6.8,9.0,13.2,10.1,10.1,51.9,2020-08-21T07:13:19.779Z
3723,45.8,73.3,80.7,45.0,4.6,37.7,0.7,2.9,4.2,2.4,8.2,9.0,13.1,10.1,10.0,52.0,2020-08-21T06:38:04.452Z
3724,45.7,74.4,82.0,45.0,4.6,37.8,0.7,2.9,4.2,2.3,8.1,9.0,13.1,10.1,10.0,52.0,2020-08-21T06:38:42.116Z
3725,40.1,51.0,69.3,37.6,2.0,35.7,0.8,1.4,4.2,2.8,9.5,9.0,10.9,9.7,9.6,54.7,2020-08-12T23:31:00.227Z
3726,45.5,72.7,67.1,45.0,4.6,36.0,0.8,2.5,4.2,2.5,8.0,9.0,12.6,10.0,10.4,54.6,2020-08-12T21:05:12.625Z
3727,41.2,42.5,65.1,37.1,2.7,37.4,0.6,1.2,4.3,2.2,8.7,9.0,10.7,9.4,9.3,45.8,2020-09-01T16:43:10.605Z
3728,36.7,80.4,69.4,80.4,3.5,27.2,0.4,2.3,4.5,2.6,7.7,9.0,12.3,7.5,7.7,34.5,2020-11-04T18:11:22.768Z
3729,29.4,32.7,47.3,19.8,5.5,24.4,1.1,0.4,4.1,2.6,8.0,9.0,13.0,12.2,12.1,65.2,2020-10-07T19:23:41.142Z
3730,38.0,7.9,64.3,33.4,4.8,34.5,0.6,0.4,4.3,3.3,7.8,9.0,11.7,10.9,10.8,46.3,2020-09-01T19:56:42.966Z
3731,35.5,57.9,57.1,30.6,2.4,28.9,1.9,1.3,3.6,2.7,8.2,9.0,10.2,9.2,9.2,88.4,2020-10-07T13:22:37.055Z
3732,35.4,57.7,56.9,30.6,2.4,28.9,1.9,1.3,3.6,2.7,8.2,9.0,10.2,9.3,9.2,88.3,2020-10-07T13:22:34.901Z
3733,41.1,38.1,62.5,35.6,11.1,37.6,0.4,0.7,4.5,2.2,6.2,9.0,17.0,15.0,14.9,36.1,2020-09-02T19:03:53.838Z
3734,40.7,39.2,61.5,34.7,11.5,37.4,0.4,0.7,4.5,2.2,5.9,9.0,17.1,15.0,14.9,36.1,2020-09-02T19:07:22.843Z
3735,46.1,67.5,82.5,43.6,2.0,38.1,0.5,2.8,4.3,2.4,8.4,9.0,10.8,7.9,8.1,43.8,2020-08-21T16:46:18.873Z
3736,45.8,68.3,82.6,43.8,2.0,38.2,0.5,2.8,4.3,2.4,8.6,9.0,10.9,8.0,8.3,43.6,2020-08-21T17:13:47.836Z
3737,46.0,76.3,83.3,42.5,3.2,37.9,0.7,2.9,4.2,2.3,6.1,9.0,9.8,7.1,7.1,51.3,2020-08-20T13:28:35.774Z
3738,45.3,73.3,82.4,45.2,3.1,37.9,0.7,2.9,4.2,2.2,5.9,9.0,9.5,6.9,6.7,51.3,2020-08-21T06:05:23.859Z
3739,46.5,81.0,77.6,44.8,7.2,37.5,0.3,3.0,4.5,2.3,8.4,9.0,16.5,11.8,12.0,34.0,2020-08-21T07:50:22.447Z
3740,37.0,13.3,63.9,32.0,6.3,33.9,0.5,0.4,4.3,3.5,7.8,9.0,13.4,12.6,12.1,44.2,2020-08-14T02:03:41.088Z
3741,47.8,78.1,83.8,42.7,7.2,38.9,0.6,2.9,4.3,2.2,7.5,9.0,15.2,12.0,12.0,46.8,2020-08-21T12:00:23.735Z
3742,44.8,67.3,68.6,42.9,5.9,36.6,0.5,2.1,4.3,2.5,7.7,9.0,13.7,10.8,11.2,44.0,2020-08-21T13:37:12.833Z
3743,44.8,67.3,68.2,42.9,6.0,36.6,0.5,2.1,4.3,2.5,7.6,9.0,13.7,10.9,11.3,44.0,2020-08-21T13:37:08.590Z
3744,31.9,46.9,51.2,23.5,5.9,25.3,1.1,0.7,4.1,2.7,8.0,9.0,13.6,12.5,12.6,65.0,2020-10-08T08:59:39.855Z
3745,47.0,77.1,82.3,45.2,7.0,38.6,0.7,2.9,4.2,2.5,7.6,9.0,14.9,12.2,12.2,52.0,2020-08-20T20:24:23.260Z
3746,31.6,69.0,57.8,69.0,1.9,23.7,0.4,1.5,4.5,3.1,8.0,9.0,10.3,6.6,6.8,34.8,2020-11-05T03:24:29.132Z
3747,31.7,69.0,57.9,69.0,1.9,23.7,0.4,1.5,4.5,3.1,8.0,9.0,10.3,6.6,6.8,34.9,2020-11-05T03:24:32.718Z
3748,36.8,79.2,59.2,32.0,4.4,26.9,1.1,2.2,4.1,3.0,8.6,9.0,13.0,10.8,11.0,64.9,2020-10-08T06:14:32.332Z
3749,39.0,75.2,72.7,35.8,2.8,29.5,1.1,2.4,4.1,2.7,8.5,9.0,11.5,9.2,9.3,64.9,2020-10-07T21:49:53.658Z
3750,38.2,77.1,69.6,34.8,3.0,29.5,1.1,2.4,4.1,2.8,8.4,9.0,11.6,9.2,9.4,64.9,2020-10-07T18:35:16.762Z
3751,33.4,65.4,54.1,26.4,2.8,27.4,1.5,1.3,3.9,3.9,9.7,9.0,12.1,11.1,11.1,76.4,2020-10-08T09:55:29.088Z
3752,34.2,67.7,54.9,27.3,4.5,27.5,1.5,1.3,3.9,3.2,7.9,9.0,12.1,10.9,11.1,76.5,2020-10-08T09:55:40.363Z
3753,45.5,66.9,84.5,43.4,0.5,38.4,0.5,2.7,4.3,2.4,6.6,9.0,7.5,4.5,4.7,44.1,2020-08-21T17:25:54.520Z
3754,34.9,53.8,58.5,28.3,4.2,28.0,1.4,1.1,3.9,2.6,8.3,9.0,12.2,11.0,11.1,74.2,2020-10-07T16:10:53.196Z
